Id,Codigo,Descricao,Ativo,Unid,Custo,Preco,Estoque
fcc64e09-1c9e-4f99-8fbb-bce0a2f023cc,7893946366216,ABAFADOR RUÍDO TIPO CONCHA 10DB ARV100 VONDER,1,UN,"13,62","24,516",2
6cb0db83-4b60-4245-a34a-09d68491c60f,7898554010018,ABAFADOR RUÍDO TIPO CONCHA 10DB COMBAT DELTA PLUS,1,UN,"8,79","15,822",0
ff4a7d4c-0190-41d3-afe7-80097ab3739b,7893946366230,ABAFADOR RUÍDO TIPO CONCHA 19DB ARV300 VONDER,1,UN,"43,8","78,84",1
5a01c9fe-2ea2-4389-baed-d36405f496fe,7898094330119,ABAFADOR RUÍDO TIPO CONCHA BRASFORT 8011 CA33055,1,UN,"11,754","21,1572",0
6a9b3c1f-9460-4c0b-b9e2-19f044437071,7898628173113,"ABRAÇADEIRA CLICK P/CONDULETE BRANCO 3/4"" INPOL",1,UN,"0,69","1,242",0
ae15cab8-697f-479e-a37a-d9811b1f7776,7898628171836,"ABRAÇADEIRA CLICK P/CONDULETE CINZA 1/2"" INPOL",1,UN,"0,701","1,7525",15
5f8c1ae0-7e0c-4cae-937c-71d2174be80f,7898628171843,"ABRAÇADEIRA CLICK P/CONDULETE CINZA 3/4"" INPOL",1,UN,"0,721","1,5862",1
01ab0fe6-3ac8-4131-b359-54a10393050d,7898922915464,"ABRAÇADEIRA GALV P/CANO TIPO U 111MM 4""",1,UN,"2,2832","6,8496",29
00b507cd-4156-4391-b654-3d98257ed7d6,7898492970382,ABRAÇADEIRA GALV P/LÂMPADA TUBULAR FLUOR T10,1,UN,"1,28","2,6",4
1c480693-1dd4-4276-900d-61e6f17462f1,7898492970474,ABRAÇADEIRA GALV P/LÂMPADA TUBULAR LED T8,1,UN,"0,67",2,5
b4311b86-0aa8-4ca9-b2d6-45fa7ab417ff,7899617012543,ABRAÇADEIRA GALV P/MANG 12X16MM,1,UN,"1,165","3,495",10
b3f0f826-4934-4b24-8468-43b0290e9975,7898939198669,ABRAÇADEIRA GALV P/MANG 12X16MM BORBOLETA,1,UN,"3,906","8,5932",10
38c3ce0c-4de8-4767-abf3-c2af8db782e4,7899617012024,ABRAÇADEIRA GALV P/MANG 13X19MM BORBOLETA,1,UN,"3,87","8,51",14
aa029937-1afc-48e5-8d81-9f1cf16c3671,7899617012529,ABRAÇADEIRA GALV P/MANG 19X27MM,1,UN,"1,552","3,88",18
ec719c05-795f-4605-9d73-ae14ec39aec1,7898939198522,ABRAÇADEIRA GALV P/MANG 19X27MM BORBOLETA,1,UN,"3,985","9,9625",17
759a1453-021d-48d0-8255-ac68bd645b2d,7898426417471,ABRAÇADEIRA GALV P/MANG 25X38MM,1,UN,"2,027","5,0675",27
c43c7b47-1907-453e-bcd2-52c36a8d98be,7899617012536,ABRAÇADEIRA GALV P/MANG 9X13MM,1,UN,"1,165","3,495",12
7ccc6e71-5a27-4a3b-99ee-6f7e6bfd9158,7898426412148,ABRAÇADEIRA GALV P/MANG TIPO MANGOTE 29X32MM,1,UN,"6,703","12,0654",7
cd315e8f-3399-4516-8ac4-4c13b134ff09,7898922915105,"ABRAÇADEIRA GALV TIPO U C/CUNHA 25MM 1/2""",1,UN,"0,77",2,183
00ba2d76-2cfe-4a6d-8f48-e29832120203,7898922915297,"ABRAÇADEIRA GALV TIPO U C/CUNHA 25MM 3/4""",1,UN,"0,93","2,05",98
626a908b-7707-4727-bdc5-52c3bf035bab,7898939520163,"ABRAÇADEIRA GALV TIPO U C/CUNHA 32MM 1""",1,UN,"1,0514","1,8925",59
48e9cad0-9eda-486f-b7d3-80ed1458fd65,7896380108381,"ABRAÇADEIRA NYLON 100X2,5 BRANCA ATLAS C/100",1,UN,"6,54","13,5",0
44679dcb-c598-4364-9812-865902f7e3b8,7898150986809,"ABRAÇADEIRA NYLON 100X2,5 BRANCA FRONTEC C/100",1,UN,"3,355","6,71",2
e4590ed3-1e6d-46ab-b038-2bacb5ea26e7,7899323415218,"ABRAÇADEIRA NYLON 100X2,5 PRETA FRONTEC C/100",1,UN,"3,3433","6,6866",2
efac5ea8-6684-40fb-ac08-fe478e1697cb,7893401279204,"ABRAÇADEIRA NYLON 100X2,5 PRETO CONDUTEC C/100",1,UN,"3,11","6,22",0
7ddf95fb-0abd-4732-af64-8da82abe0145,7899323424272,"ABRAÇADEIRA NYLON 150X2,5 BRANCA FRONTEC C/100",1,UN,"6,195","12,39",3
5ad15553-f02a-4685-a97d-5d377c92938e,7899323424265,"ABRAÇADEIRA NYLON 150X2,5 PRETA FRONTEC C/100",1,UN,"6,195","12,39",3
54fa486f-9405-4847-bd10-0b9e7b18633d,7898150981408,"ABRAÇADEIRA NYLON 151X3,70 BRANCA FRONTEC C/100",1,UN,"7,71","13,878",1
7b23e27f-728a-438e-84d4-1b7622ccd50a,7898150984799,"ABRAÇADEIRA NYLON 151X3,70 PRETA FRONTEC C/100",1,UN,"7,4","14,8",2
bba2336f-ca44-4610-9836-44a40ec43410,7899323420304,"ABRAÇADEIRA NYLON 180X4,8 BRANCA FRONTEC C/100",1,UN,"12,045","21,681",1
9cf3c05f-1555-43af-ae79-6531c0789280,7899323420274,"ABRAÇADEIRA NYLON 180X4,8 PRETA FRONTEC C/100",1,UN,"12,045","21,681",2
b4557f93-b6e1-4d1f-954e-b49e3166fb90,7898150989824,"ABRAÇADEIRA NYLON 200X4,8 BRANCA FRONTEC C/100",1,UN,"12,8167","25,6334",2
96b796c1-881a-475a-b940-1c62106a6966,7899323415195,"ABRAÇADEIRA NYLON 200X4,8 PRETA FRONTEC C/100",1,UN,"13,02","23,436",2
ea5e6003-881c-4790-8107-f21395cbd467,7898150981422,"ABRAÇADEIRA NYLON 202X3,7 BRANCA FRONTEC C/100",1,UN,"9,615","17,307",2
91a68a10-5960-4d29-bec3-7d3bf27a43f5,7899323415164,"ABRAÇADEIRA NYLON 202X3,7 PRETA FRONTEC C/100",1,UN,"9,3","16,74",3
29092640-21a0-43fa-b807-15b046604821,7898150982498,"ABRAÇADEIRA NYLON 209X2,5 BRANCA FRONTEC C/100",1,UN,"6,7","13,4",2
47ed4d77-b6bb-441a-87b5-afb10d13d86e,7899323415232,"ABRAÇADEIRA NYLON 209X2,5 PRETA FRONTEC C/100",1,UN,"7,01","12,618",3
a9d11fa6-a35f-45c2-a5fe-c31b70ba2d08,7898150981460,"ABRAÇADEIRA NYLON 283X4,8 BRANCA FRONTEC C/100",1,UN,"18,37","33,066",1
0a2dddd4-021c-4468-9bfd-eb53597302d8,7899323415157,"ABRAÇADEIRA NYLON 283X4,8 PRETA FRONTEC C/100",1,UN,"18,37","33,066",1
a8b3c590-9ee8-4a99-80b9-a3808179da58,7899323411616,"ABRAÇADEIRA NYLON 300X3,7 BRANCA FRONTEC C/100",1,UN,"15,04","27,072",2
d6f7e2d1-6ddf-4aea-8c8e-685e96d09180,7899323417953,"ABRAÇADEIRA NYLON 300X3,7 PRETA FRONTEC C/100",1,UN,"15,04","27,072",2
41b109fa-9089-49ae-9073-818cec07619a,7899323421561,"ABRAÇADEIRA NYLON 300X4,8 BRANCA FRONTEC C/100",1,UN,"19,52","35,136",2
1aea63da-3cca-4700-9640-c0130f9183e3,7899323422216,"ABRAÇADEIRA NYLON 300X4,8 PRETO FRONTEC C/100",1,UN,"20,31","36,558",2
17cde093-c2f4-45fd-96e6-f7e22b345e41,7899323423541,ABRAÇADEIRA NYLON 300X6 BRANCA FRONTEC C/50,1,UN,"20,92","37,656",2
e25f622e-bb0a-4e61-8b67-355348ce7026,7899323423589,ABRAÇADEIRA NYLON 300X6 PRETA FRONTEC C/50,1,UN,"21,78","39,204",2
b23d70ab-0f76-4bbd-aedf-1ab8474cd1e3,7899323419858,"ABRAÇADEIRA NYLON 340X4,8 BRANCA FRONTEC C/100",1,UN,"26,645","47,961",2
63a67005-629d-49c9-8fb4-2508ea483c45,7899323419865,"ABRAÇADEIRA NYLON 340X4,8 PRETA FRONTEC C/100",1,UN,"26,64","47,952",1
749392b6-f2c5-47ea-8d7f-7076b5f2b48f,7899323416512,"ABRAÇADEIRA NYLON 387X7,6 BRANCA FRONTEC C/25",1,UN,"13,19","26,4",0
30f03842-5204-46ae-b2e2-614dc2372b6a,7898150988759,"ABRAÇADEIRA NYLON 387X7,6 BRANCA FRONTEC C/50",1,UN,"27,455","49,419",1
ec360a04-4bb6-4794-b671-ec859456b268,7899323418899,"ABRAÇADEIRA NYLON 387X7,6 PRETA FRONTEC C/25",1,UN,"13,19","26,4",0
2894561f-cd57-4f0b-b09a-3504eb81fded,7899323415140,"ABRAÇADEIRA NYLON 387X7,6 PRETA FRONTEC C/50",1,UN,"29,185","52,533",1
4338ae1e-4a24-4990-9d1b-d97452ac895f,7899323418875,"ABRAÇADEIRA NYLON 400X4,8 BRANCA FRONTEC C/40",1,UN,"12,86","23,148",1
c6881554-2aec-4b12-a8c0-c484ca6b3aed,7899323419070,"ABRAÇADEIRA NYLON 400X4,8 PRETA FRONTEC C/40",1,UN,"12,86","23,148",1
6d346732-4ef5-474b-9688-e0a9f239bbe1,7899323421905,"ABRAÇADEIRA NYLON 500X7,6 BRANCA FRONTEC C/50",1,UN,"41,05","73,89",1
a11c30c9-b244-4a33-aaaf-4c915bb4a28c,7899323422254,"ABRAÇADEIRA NYLON 500X7,6 PRETA FRONTEC C/50",1,UN,"42,82","77,076",1
fdce5307-7f3a-4a3a-9474-27e6a62f0d1e,7898150982351,"ABRAÇADEIRA NYLON 536X13,7 PRETA FRONTEC C/50",1,UN,"95,13","171,234",1
9322d8bf-b13c-4080-98c8-97a3ac0e7c8e,7898598590118,ABRAÇADEIRA P/CAIXA PADRÃO CEEE BIF (KIT COMPL),1,UN,"47,32","66,248",0
c95587f4-25c0-4fe8-ab81-6488dd58fea3,7898598590538,ABRAÇADEIRA P/POSTE DE LUZ 13X15CM,1,UN,"16,53","29,754",0
f4cc571d-2d6e-4094-9d9d-70b2d3055cab,7895225201522,ABRAÇADEIRA P/POSTE DE LUZ 20X25CM,1,UN,"13,405","29,491",0
c678c839-e15d-4c3b-a551-ed2057797df2,7898648035033,"ABRAÇADEIRA PVC P/CANO ENCAIXE MARROM 1/2"" ESTRELA",1,UN,"1,742","4,355",5
9247aab2-ba04-4e46-a773-ac234ef79e9c,7898648035040,"ABRAÇADEIRA PVC P/CANO ENCAIXE MARROM 3/4"" ESTRELA",1,UN,"2,202","5,505",5
ca64bacb-6383-4a3e-a688-6cf11e3bb7f2,7899389018606,ABRIDOR DE LATAS E GARRAFA METAL,1,UN,"2,07","5,175",0
dd2ad3d3-38b1-4694-8fd5-29bfc9784910,7898038064483,ABRILHANTADOR INOX/ALUMÍNIO 180G ALLCHEM,1,UN,"22,01","36,3165",2
a1cb3131-640e-43f4-ae3b-c802ab45a6d7,7898402239806,AC1 20KG CZ INT COLAFIX,1,UN,"6,97","9,76",0
7419f349-91f7-4c0d-a541-b8da6ba961a1,7898476900015,AC1 20KG CZ INT KOLATOP INKOR,1,UN,"9,58","16,286",51
60020506-51b1-4f24-91e2-1d00bc7713fb,7897255907009,AC1 20KG CZ INT QUARTZOLIT,1,UN,"10,66","16,523",0
60cb73f2-fd50-48cf-b929-e06ffed56c0c,7898957721030,AC1 20KG CZ INT VITAFORTE,1,UN,"9,81","14,5",0
45e1a50d-b725-4a2b-93ac-11a8dd0332b9,7898476900046,AC1 5KG CZ INT KOLATOP INKOR,1,UN,"5,24","9,432",7
548fff77-ab62-4c76-8f60-6ce7b3ffd560,7897255905838,AC1 5KG CZ INT QUARTZOLIT,1,UN,"7,8","12,48",3
dd4a1750-49bc-4126-9dd1-22ae26ef8a2a,78984402239769,AC2 20KG CZ EXT COLAFIX,1,UN,"14,28","19,99",0
192ea93f-5d8b-4db1-92c1-c70de68a7be7,7899978921447,AC2 20KG CZ EXT EXTRACOLLA INKOR,1,UN,"16,23","26,7795",20
79002910-ad08-4fe9-86a4-7f5a1a830fc7,7897255922941,AC2 20KG CZ EXT QUARTZOLIT,1,UN,"24,74","38,35",0
feadd095-3910-4be2-9804-4509b585b4c5,7897255905166,AC2 20KG CZ EXT QUARTZOLIT,1,UN,"23,09","35,7895",14
9835ca2a-af8e-4d1b-a1e0-e29b245814ed,7898957721047,AC2 20KG CZ EXT VITAFORT,1,UN,"14,71","20,59",0
4532e5e3-9710-4a1f-a268-89ee61f62218,7898476900077,AC3 20KG BR EXT PEDRAKOR INKOR,1,UN,"45,34","72,544",0
e899b59e-8c92-47e2-8035-38532399e22c,7899978900404,AC3 20KG BR EXT SUPERKOLA INKOR,1,UN,"30,95","51,0675",6
c57d7d45-d843-46bd-a20a-0e57f019cf45,7898476901388,"AC3 20KG CZ EXT CARGA PESADA INKOR (1,0)",1,UN,"16,42","29,86",0
a39ecc79-dff2-4bec-8596-7f5ca1347d84,789402239752,AC3 20KG CZ EXT COLAFIX,1,UN,"18,67","26,14",0
30733e38-44a8-4ddb-a52c-947b4b4cbe4d,7899978923656,"AC3 20KG CZ EXT HIPERKOLLA INKOR (PISO 1,4M)",1,UN,"20,003","32,6049",60
70a2ffb3-da75-44be-8474-418bec18fd5a,7897255911297,AC3 20KG CZ EXT PORC/PISO E SOBRE PISO QUARTZOLIT,1,UN,"26,22","40,641",0
f3e1c800-06a3-4861-8af7-50e5b877e9fe,7898476909292,"AC3 20KG CZ EXT SUPERKOLA INKOR (1,40M)",1,UN,"21,5","34,4",4
91dbda0c-1b48-4ed1-aee7-17a285caa394,7897255908075,AC3 20KG CZ INT FLEXÍVEL QUARTZOLIT,1,UN,"33,34","51,68",6
8c28de58-f0e6-45ae-9807-c1ec3b8934e8,7898476901371,"AC3 5KG CZ EXT CARGA PESADA INKOR (1,0)",1,UN,"8,42","15,156",7
37f720ae-4067-43ed-9f34-a0428589dad1,7892190037699,ACABAMENTO FURO P/CABO COAXIAL RG59/6 BR INTERNEED,1,UN,"0,231",2,11
73e2d974-c07b-496e-9e5a-c59d43f537b4,7908691518923,ACABAMENTO REGISTRO C22/16D CR CRUZ RETA LG 3814,1,UN,"16,8","33,6",2
cfaaa3a3-8419-4ac6-8710-8d5f7537f16c,7895099806021,ACABAMENTO REGISTRO C23/16D CR CRUZ BOLEADA HIDRO,1,UN,"10,79","19,42",0
0fdad709-70af-41c0-9217-9478f011459d,07895099806700,ACABAMENTO REGISTRO C31/16D CR CRUZ RED 1.1/2 50MM,1,UN,"23,11",60,0
93dd6adf-7680-4b88-addc-93585acfb2c9,7895099805994,ACABAMENTO REGISTRO C31/16D CR CRUZ RED HIDRO,1,UN,"17,66","31,79",1
52b011e6-1e82-49f5-bc0c-c3d81b5c20e9,7898616976214,ACABAMENTO REGISTRO C31/16D CR CRUZ RED LG 3814,1,UN,"16,72","33,44",1
a36a5340-5efc-428d-a588-b1436fe7ac97,7895099806038,ACABAMENTO REGISTRO C33/16D CR CRUZ BOLA HIDRO,1,UN,"12,9","23,22",0
fbb30e5f-6ff4-45f3-a685-96d38a43651d,7908691523316,ACABAMENTO REGISTRO C33/16D CR CRUZ BOLA LG 3814,1,UN,"16,72","33,44",1
9f3bf4f7-dee8-48ed-87d5-13259773798a,7894200153894,ACABAMENTO REGISTRO C34/16D CR CRUZ RETA DECA,1,UN,"41,92","71,26",0
ea352361-4f3d-4d30-964c-d6cfc5fed879,7894200139836,ACABAMENTO REGISTRO C35/16D CR DUPLO CONC ASPEN DE,1,UN,"32,81","59,1",0
68e237fd-5492-4054-862b-bc3f8f90bccd,7898550260196,ACABAMENTO REGISTRO C40/16D BR MEIA LUA BLUKIT,1,UN,"13,07","23,526",1
0337120b-1bca-42e7-9ad8-050c03e858b2,7894200139843,ACABAMENTO REGISTRO C40/16D CR MEIA LUA DECA 1.1/2,1,UN,"53,21","95,78",0
22b826c5-6d35-4a25-8480-ead55254b3a1,7895099806182,ACABAMENTO REGISTRO C40/16D CR MEIA LUA HIDRO,1,UN,"14,18","25,52",0
667ba3a3-461e-4209-ba0f-5f7ca010086c,7898616976238,ACABAMENTO REGISTRO C40/16D CR MEIA LUA LG 3814,1,UN,"16,8","33,6",0
148bbb06-a164-4dd1-8518-198095a7ef2c,7897210404512,ACABAMENTO REGISTRO C40/16D PR MEIA LUA BLUKIT,1,UN,"18,6589","33,586",0
cfb0f198-f750-4a87-a64e-bc3e38312701,7895099806007,ACABAMENTO REGISTRO C50/16D CR SEXTAVADO HIDRO,1,UN,"14,32","25,78",0
0dc8e702-132e-4925-ac04-2552418cc33c,7898616976221,ACABAMENTO REGISTRO C50/16D CR SEXTAVADO LG 3814,1,UN,"16,8","33,6",0
5bb7e291-33ea-4ee1-98b4-f8f732db961a,7908691518916,ACABAMENTO REGISTRO C61/16D CR ALAVAN RED LG 3814,1,UN,"16,8","33,6",3
7f8f4303-37f6-453c-8710-85ae0b4374ba,7895099806076,ACABAMENTO REGISTRO C68/16D CR ALAVANCA HIDRO,1,UN,"16,61","29,9",0
b28296c7-7b79-4d32-a5c1-75312998bb50,7908691518596,ACABAMENTO REGISTRO C70/16D CR ALAVAN RET LG 3814,1,UN,"16,8","33,6",3
64bbd1dc-3811-4af8-aee2-2d25528c2cb3,7898550255215,ACABAMENTO VALV DESC DOCOL CR/PR BLUKIT,1,UN,"52,87","95,166",0
00e5e96e-e4e1-42c0-a47e-7250605c21b6,7899956605628,ACABAMENTO VALV DESC DOCOL CR/PR LIEGE,1,UN,"27,69","49,842",0
01be3888-6775-485d-a72f-938008a53d3b,7898550255154,ACABAMENTO VALV DESC HY MAX/ASTR/CELIT CR/PR BLUKI,1,UN,"48,31","77,296",2
82d5db9a-13c6-4f30-a725-81be8168a0db,7899956605581,ACABAMENTO VALV DESC HY MAX/ASTR/CELIT CR/PR LIEGE,1,UN,"30,74","55,332",1
33324abe-4423-4208-8fb4-1abb8e11293e,7899850332941,ACENDEDOR FOGÃO CK4372 CLINK,1,UN,"5,67","11,62",0
7a7c1450-a999-4bab-9037-177cd438fc37,7899441509486,ACENDEDOR FOGÃO SQ1390 GARBO,1,UN,"6,9","13,8",0
d08ac84e-299e-479e-8702-401f5174b6b4,7898078690185,ACIDO MURIÁTICO 5L,1,UN,"32,5","49,9",0
22bf34a7-85d5-4c3f-b07b-d32f66559937,7898550255369,ACIONADOR P/VALV DESC HYDRA LUXO/MASTER BLUKIT,1,UN,"21,66","38,988",0
a9f0433a-634b-4c24-b290-605bbed39d7b,17897203424227,ADAPTADOR AZUL 1/2RFX1/2 INT P/MANG PLASBOHN,1,UN,"0,44",3,36
a0d14979-01e4-4988-b7f5-7bc816080f1a,17897203424241,ADAPTADOR AZUL 1/2RMX1/2 INT P/MANG PLASBOHN,1,UN,"0,38",3,32
963c4a28-8f4d-42fa-a3eb-e692a6eaa1b0,7898137450132,ADAPTADOR AZUL 1RMX32 INT P/MANG PLASBOHN,1,UN,"2,24","5,6",0
59abe8b9-1c2b-48c4-9618-60ab2512b26a,17897203424234,ADAPTADOR AZUL 3/4RFX3/4 INT P/MANG PLASBOHN,1,UN,"1,05",3,43
beda204f-cbf8-4c3d-95df-178017535508,17897203424258,ADAPTADOR AZUL 3/4RMX3/4 INT P/MANG PLASBOHN,1,UN,"0,52",3,43
1daf3fa6-9411-48ae-ba17-a53f73646319,17897203424302,ADAPTADOR AZUL RED 3/4RMX1/2 INT P/MANG PLASBOHN,1,UN,"0,77","3,8",20
da4e31c7-c50c-4ccb-9873-cf89ad03c399,7891960820134,ADAPTADOR CPVC S/R 22FX1/2M AMANCO,1,UN,"20,66","34,089",2
efbce218-b3e8-4974-bcdb-66e9b19bbc50,7891960820158,ADAPTADOR CPVC S/R 22FX3/4M AMANCO,1,UN,"18,475","30,4838",1
9b91dd92-cb20-4cdb-900f-21f057866035,7897488009129,ADAPTADOR FURADEIRA P/DISCOS DIV MAX FERRAMENTAS,1,UN,"14,46","28,92",0
66312ea9-3f4f-4a60-90ba-96cc6e4e8230,7898422201494,ADAPTADOR FURADEIRA P/DISCOS DIV NACIONAL,1,UN,"11,53","25,366",2
a5602ec2-28ad-4346-9af4-08cbd0d910e0,7899786800781,ADAPTADOR GÁS 1/2 BSP RF X ESPIGA 3/8 ROCO,1,UN,"13,17","26,34",1
38c2f4fe-afd2-41cd-a954-c8cb7434602f,7899786800903,ADAPTADOR GÁS 1/2 NPT RM X ESPIGA 3/8 ROCO,1,UN,"15,73","34,606",1
2d3e8704-21a2-440f-aead-6907cbef0992,7891057007417,ADAPTADOR GÁS 1/2 NPT RM X ESPIGA 3/8 ROCO (NÃO),1,UN,"15,73","34,606",0
c0b79807-73fc-48ee-8c68-ae6b07fc0bcc,7891960008686,ADAPTADOR MANGUEIRA SAÍDA MAQ LAVAR AMANCO,1,UN,"23,545","42,381",2
bb72c30e-8f23-4ee7-a929-a0e0a44f5b81,7891960120012,ADAPTADOR MARROM CURTO S/R 20FX1/2M AMANCO,1,UN,"1,08","2,7",5
c00fb20f-41b7-4492-8d16-2850349ffc57,7898491217839,ADAPTADOR MARROM CURTO S/R 20FX1/2M PLASTUBOS,1,UN,"0,4608",2,22
ae324d3f-301d-451e-9105-31dc962c30cd,7891960120029,ADAPTADOR MARROM CURTO S/R 25FX3/4M AMANCO,1,UN,"0,7462",2,6
f6309e64-9085-4636-b1ba-a8076bfb9801,7898491217846,ADAPTADOR MARROM CURTO S/R 25FX3/4M PLASTUBOS,1,UN,"0,64","1,92",7
62253dbc-80c0-4c1f-846b-c0ae186a57ef,7891960120036,ADAPTADOR MARROM CURTO S/R 32FX1M AMANCO,1,UN,"1,962","4,3164",0
ef20edec-820a-4e11-972b-d922f38c1e6b,7891960120043,ADAPTADOR MARROM CURTO S/R 40FX1.1/4M AMANCO,1,UN,"5,07","12,7",2
afccfc39-c744-4520-8dc7-89564e7eadf2,7891960120074,ADAPTADOR MARROM CURTO S/R 50FX1.1/2M AMANCO,1,UN,"5,1675","9,3015",4
2660f1f7-ffc1-43fe-945c-0755874c3c8f,7891960120081,ADAPTADOR MARROM CURTO S/R 60FX2M AMANCO,1,UN,"13,695","24,651",2
25c047ae-574a-4b7e-b4f7-1c6b87b17ea4,7898059548825,ADAPTADOR P/ENGATE RÁP MANG JARDIM 1/2F-3/4F HERC,1,UN,"2,79","6,138",1
768b518c-ca37-414f-9cf7-f00fc772ecd3,7891117006961,ADAPTADOR P/ENGATE RÁP MANG JARDIM 1/2F-3/4F TRAMO,1,UN,"2,2433",10,10
a586e4e1-cb97-47b7-a46f-58d9d6d5ab99,7898931842089,ADAPTADOR P/MANG 1.1/2 PISCINA C/ROSCA FINA NETUNO,1,UN,"6,225","9,96",2
1b4faf9c-64fb-4f15-9761-15ab0cffcbde,7897795082235,ADAPTADOR P/SIFÃO DN40X38 C/ANEL VEDAÇÃO AMANCO,1,UN,"7,36","14,72",1
2711e363-b450-48fe-8d47-73f2c12db256,7891960130103,ADAPTADOR P/VÁLV LAVAT N°1 CURTO DN40 AMANCO,1,UN,"3,74","9,35",3
5fbe0e58-a028-401c-b973-d6328e8d6a50,7891960130721,ADAPTADOR P/VÁLV LAVAT N°2 LONGO DN40 AMANCO,1,UN,"3,52","8,8",1
ac09c880-29cb-41b3-a79f-5928a27b1004,7899786801085,ADAPTADOR RETO GÁS 1/2 BSP (F) X 3/8 MANG (RÁP),1,UN,"22,35","40,23",2
28d9ac27-c9e0-48f6-80a0-36624b75587e,7897210405618,ADAPTADOR RETO GÁS 1/2 BSP (M) X 3/8 ESPIGA BLUKIT,1,UN,"15,585","28,053",1
e9055496-9264-492d-ab82-6d2f2e234deb,7899786806394,ADAPTADOR RETO GÁS 1/2 BSP (M) X 3/8 MANG (RÁP),1,UN,"21,43","38,574",3
6075c3a2-5e4b-4be7-ae90-d8b15f9f81f8,7891234532527,ADAPTADOR TOMADA UNIVERSAL MUNDIAL,1,UN,13,26,0
27cbe46d-d40e-4741-8000-f4d96837babc,705632292570,ADESIVA IDENTICADOR DISJUNTOR C/12,1,UN,"4,5",9,4
8ba994d2-f539-4a6f-8788-36ae48571871,7899850329231,ADESIVO ANTI IMPAC GOTA 10MM 20UN CK4001 CLINK,1,UN,"4,9","12,25",3
11e89573-54d9-425b-856c-ebc0c0a4160b,7898472262049,ADESIVO ANTI IMPAC GOTA 12MM 12UN TEKBOND,1,UN,"11,205","20,169",1
8b8eb311-a7bf-4b07-9459-3cb4b15b3b20,7899206179220,ADESIVO ANTI IMPAC GOTA 13MM 24 PC BESTFER,1,UN,"4,44","8,88",2
6ee695be-2e09-4115-94f3-d21bf15d8445,7898472262032,"ADESIVO ANTI IMPAC GOTA 15,7MM 10UN TEKBOND",1,UN,"15,18","27,324",1
bf721679-36a3-4eb7-9f4f-1f14465cbc30,7899850329248,ADESIVO ANTI IMPAC GOTA 20MM 12UN CK4002 CLINK,1,UN,"4,9","12,25",4
1ec263d3-ea2e-440c-b833-3ec45236c8c7,7899206179237,ADESIVO ANTI IMPAC GOTA 20MM 4 PC BESTFER,1,UN,"3,8","7,6",2
7f954272-b58d-48af-b862-7b75343b71a9,7899206165131,ADESIVO ANTI IMPAC GOTA 8MM 24 PC BESTFER,1,UN,"2,34","4,68",0
b61d89ed-0d97-4f4b-84cc-a2aadf9c50e4,7898472262070,"ADESIVO ANTI IMPAC QUAD 12,7X12,7MM 12UN TEKBOND",1,UN,"21,55","38,79",1
a5204822-71e9-4e6f-b003-361476a048e6,17897321123927,"ADESIVO BIANCO 3,6KG VEDACIT",1,UN,"97,65","175,77",1
1f3ccde7-f77c-4c4c-aa20-9d1bba4ebc15,17897321128540,ADESIVO BIANCO 900ML VEDACIT,1,UN,"32,69","58,842",1
fdfef585-b85e-46fb-b48c-658065fc6e28,7892261620652,ADESIVO EPÓXI BI COMPONENTE 10 MIN 20G CISER,1,UN,"7,37","11,055",2
825c4164-a6cb-433f-8ec6-5bd07808f612,7730716015380,ADESIVO EPÓXI TRANSPARENTE 16G CX VERM POXIPOL,1,UN,"15,11","27,198",4
c8aabf7e-9a5e-4ad2-bd91-33bee4bb0604,4058794486667,ADESIVO EPÓXI TRANSPARENTE 16G WURTH,1,UN,"10,46",20,4
6c6587a2-3108-4938-96b8-f9b2481edfbb,705632292583,"ADESIVO IDENTIF VOLTAG PAPEL METAL 1X2,5 110V C/8",1,UN,"4,5",9,0
5acb055e-4fa6-410f-a2e8-68bb10a42b3e,705632292556,"ADESIVO IDENTIF VOLTAG PAPEL METAL 1X2,5 220V C/8",1,UN,"4,5",9,0
fe198596-d28f-4a14-a616-6fef00a5cd4c,7426931575159,"ADESIVO IDENTIF VOLTAG PAPEL METAL 1X2,5 MISTA C/8",1,UN,4,9,4
b367df47-e5c6-41a8-93c6-80a03f421957,7890274000782,"ADESIVO IDENTIF VOLTAG PVC 1,5X3,6 127V C/13",1,UN,"9,13","16,434",2
6c8dc6f1-6b59-4204-ab79-172ffedf1cb0,7890274000799,"ADESIVO IDENTIF VOLTAG PVC 1,5X3,6 220V C/13",1,UN,"9,14","16,452",1
98211630-4e0b-4222-b391-63dac0ae4c2e,7730716015373,ADESIVO ÉPOXI METÁLICO 21GR CX AZUL POXIPOL,1,UN,"15,11","27,198",5
201b5f6d-e515-4c1b-8e3d-74df47b03946,7502230020481,ADESIVO ÉPOXI UNO 50GR PR (600°C E RES. QUIM/ÁGUA),1,UN,36,"59,9004",8
33d1a38d-e4e7-4cd8-b954-3b910b049acd,7896785315766,ADITIVO ACELERA PLAST P/CONCR/ARGAM SIKA 3 PLUS 1L,1,UN,"16,935","30,483",4
a7cd03c4-f8a0-4b54-9e53-571d9f99d9ba,7896785352051,ADITIVO ACELERADOR ULTRÁ RÁPIDO TAMPONAM SIKA 2 1L,1,UN,"21,045","37,881",2
90d588c9-292b-48ef-b576-d5f08890ae3b,7897321117844,"ADITIVO IMPERM P/CONCRE/ARGAM 3,6L VEDACIT",1,UN,"32,94","52,704",1
